,latitude,longitude,acq_date,acq_time,confidence,fire_temperature
2383,-14.5916,130.6685,8/5/2019,500,97,82.55
2406,-14.3291,129.7286,8/5/2019,500,83,63.55
2387,-14.3411,130.6879,8/5/2019,500,60,57.25
2306,-27.2216,149.7162,8/5/2019,318,83,55.35
2195,-27.1972,148.6396,8/5/2019,36,91,68.15
2369,-14.7146,130.7128,8/5/2019,500,83,62.25
2199,-27.9083,148.388,8/5/2019,36,60,37.05
2516,-28.7,152.9395,8/5/2019,1242,77,36.05
2534,-27.5167,149.0709,8/5/2019,1243,91,42.15
2565,-31.4543,148.1546,8/5/2019,2342,67,35.05
2313,-34.4874,143.2,8/5/2019,454,81,48.25
2303,-26.8469,152.4624,8/5/2019,318,66,41.65
2496,-11.3623,130.9299,8/5/2019,501,66,63.35
2561,-28.7976,148.1592,8/5/2019,2341,66,37.15
2560,-28.5382,150.5194,8/5/2019,2341,66,35.25
2401,-14.2602,130.735,8/5/2019,500,81,61.25
2412,-14.0461,130.6243,8/5/2019,500,77,58.15
2269,-15.1692,130.4167,8/5/2019,211,77,52.85
2477,-11.5009,130.2844,8/5/2019,501,90,69.65
2308,-27.221,149.7213,8/5/2019,318,81,53.55
2507,-22.2392,119.5571,8/5/2019,636,90,68.75
2381,-14.6006,130.6699,8/5/2019,500,81,60.35
2451,-12.4725,131.264,8/5/2019,500,81,59.85
2242,-13.405,132.0763,8/5/2019,211,74,49.55
2395,-14.4595,129.5735,8/5/2019,500,98,84.25
2461,-12.262,131.0719,8/5/2019,500,91,69.85
2330,-15.2819,131.116,8/5/2019,459,66,61.65
2307,-27.2234,149.6915,8/5/2019,318,81,53.95
2264,-15.226,129.8652,8/5/2019,211,79,60.05
2340,-15.1748,131.2262,8/5/2019,500,71,53.05
2286,-28.032,148.1495,8/5/2019,317,79,51.45
2498,-11.3727,130.9221,8/5/2019,501,100,118.75
2197,-27.568,149.109,8/5/2019,36,52,34.95
2491,-11.3443,130.9272,8/5/2019,501,52,62.15
2276,-16.2095,126.0035,8/5/2019,212,55,43.35
2218,-31.7118,151.101,8/5/2019,37,52,31.75
2385,-14.584,130.6579,8/5/2019,500,52,49.25
2525,-28.0246,148.1619,8/5/2019,1243,100,70.65
2547,-15.6493,130.512,8/5/2019,1425,52,30.25
2563,-29.8952,152.8569,8/5/2019,2341,52,29.75
2531,-25.0914,148.2879,8/5/2019,1243,100,48.85
2552,-30.8625,121.4985,8/5/2019,1734,100,55.65
2530,-25.0805,148.2973,8/5/2019,1243,100,48.75
2310,-25.3436,152.2583,8/5/2019,318,52,39.85
2372,-14.662,130.6954,8/5/2019,500,52,50.45
2443,-12.1625,134.5419,8/5/2019,500,52,48.15
2356,-15.1896,130.0147,8/5/2019,500,51,49.25
2529,-25.0819,148.2864,8/5/2019,1243,100,51.45
2346,-15.1776,130.4238,8/5/2019,500,52,58.15
2510,-36.3607,149.4297,8/5/2019,1240,100,56.85
2238,-11.345,130.9445,8/5/2019,210,52,45.95
2399,-14.4529,129.5528,8/5/2019,500,100,126.95
2470,-11.686,130.6597,8/5/2019,500,53,49.55
2422,-13.9382,130.0852,8/5/2019,500,100,113.95
2249,-12.8043,132.9206,8/5/2019,211,53,40.05
2408,-14.0615,130.6455,8/5/2019,500,100,95.95
2444,-12.5578,131.9949,8/5/2019,500,53,50.95
2213,-31.2588,148.6702,8/5/2019,37,53,33.45
2304,-27.1991,148.6345,8/5/2019,318,55,38.35
2411,-14.0448,130.6336,8/5/2019,500,100,97.75
2487,-11.3366,130.9166,8/5/2019,501,100,110.85
2302,-26.84,152.4734,8/5/2019,318,53,35.65
2292,-28.6589,152.5479,8/5/2019,317,53,36.25
2417,-14.0177,130.633,8/5/2019,500,100,97.15
2425,-13.6587,131.719,8/5/2019,500,53,55.45
2359,-15.1703,129.8847,8/5/2019,500,100,87.45
2396,-14.4608,129.5638,8/5/2019,500,100,116.65
2398,-14.4516,129.5625,8/5/2019,500,100,94.05
2423,-13.9395,130.0759,8/5/2019,500,100,92.35
2503,-11.3289,130.9061,8/5/2019,501,100,87.05
2569,-31.6007,151.0828,8/5/2019,2342,54,29.65
2499,-11.3713,130.9313,8/5/2019,501,100,122.05
2268,-15.1722,130.4434,8/5/2019,211,51,48.75
2331,-15.2926,131.2974,8/5/2019,459,55,55.45
2738,-16.1872,126.0332,8/6/2019,117,69,46.95
3039,-14.6019,130.7102,8/6/2019,1634,61,50.85
2762,-32.7944,151.2068,8/6/2019,359,69,36.65
3072,-15.4096,130.8226,8/6/2019,1634,69,47.75
3070,-15.3984,130.8137,8/6/2019,1634,69,42.85
2973,-12.663,130.8701,8/6/2019,1330,100,48.55
2768,-33.1626,146.6076,8/6/2019,359,61,37.55
2990,-14.7199,130.7384,8/6/2019,1330,87,40.45
2927,-13.9717,130.4671,8/6/2019,543,61,46.85
3038,-14.6002,130.6996,8/6/2019,1634,61,50.05
2817,-27.3867,152.9636,8/6/2019,400,62,39.35
2795,-31.4514,148.1396,8/6/2019,359,69,44.05
2908,-25.5286,131.9405,8/6/2019,539,69,47.55
2972,-12.6608,130.8882,8/6/2019,1330,100,63.85
2716,-15.1768,130.3836,8/6/2019,116,61,46.75
2639,-15.5545,130.5718,8/6/2019,116,96,78.95
2849,-25.8096,148.373,8/6/2019,401,70,44.45
3096,-15.567,130.5903,8/6/2019,1634,61,31.55
2580,-11.3726,132.3353,8/6/2019,115,70,45.45
2858,-19.3707,146.9223,8/6/2019,403,70,42.95
2698,-15.2396,131.2072,8/6/2019,116,52,45.45
3026,-29.9159,152.8926,8/6/2019,1459,96,44.95
2717,-15.183,130.4188,8/6/2019,116,100,88.55
2625,-15.5434,130.4741,8/6/2019,116,96,78.35
2926,-13.9744,130.4757,8/6/2019,543,56,45.55
2792,-31.6837,147.987,8/6/2019,359,54,38.35
3064,-15.3544,130.8061,8/6/2019,1634,100,53.85
2622,-15.5575,130.6293,8/6/2019,116,69,58.55
2808,-31.0109,147.1284,8/6/2019,400,62,41.15
2796,-31.4528,148.129,8/6/2019,359,54,40.35
2592,-12.7416,133.892,8/6/2019,115,68,53.25
2872,-14.3595,141.6389,8/6/2019,404,57,45.65
2894,-15.4572,142.4367,8/6/2019,404,68,51.45
2904,-26.1091,129.1543,8/6/2019,539,68,48.15
2932,-28.9944,148.0171,8/6/2019,1325,68,33.15
2879,-15.6899,143.1134,8/6/2019,404,68,48.85
2910,-25.5139,131.9364,8/6/2019,539,79,55.05
2848,-30.8921,147.5984,8/6/2019,400,88,64.35
2802,-30.8907,147.6092,8/6/2019,400,88,63.05
3108,-13.9743,130.4927,8/6/2019,1634,96,44.95
2790,-31.6908,148.8025,8/6/2019,359,53,37.85
2688,-14.5946,130.6757,8/6/2019,116,57,53.85
2893,-15.4241,142.7605,8/6/2019,404,53,46.15
2723,-15.1951,130.4167,8/6/2019,116,100,96.85
2640,-15.5576,130.5889,8/6/2019,116,88,65.15
2626,-15.5463,130.4914,8/6/2019,116,88,64.95
2719,-15.3009,131.0945,8/6/2019,116,88,65.55
2718,-15.1861,130.4364,8/6/2019,116,100,102.35
2929,-32.1805,146.949,8/6/2019,1324,56,30.85
2611,-15.5351,131.383,8/6/2019,116,88,66.05
3045,-14.6341,130.727,8/6/2019,1634,100,79.65
2793,-30.9214,152.4126,8/6/2019,359,54,36.35
2992,-14.7328,130.74,8/6/2019,1330,79,37.05
2981,-14.6227,130.6791,8/6/2019,1330,61,35.15
2805,-30.8998,147.6108,8/6/2019,400,61,40.55
2811,-28.4704,150.7998,8/6/2019,400,96,79.05
2914,-16.2107,126.0123,8/6/2019,542,97,82.05
3019,-15.2155,130.3821,8/6/2019,1330,86,47.35
2945,-14.3167,130.7391,8/6/2019,1330,71,36.45
2953,-13.4904,132.1341,8/6/2019,1330,100,70.95
2818,-28.0308,148.1585,8/6/2019,400,71,48.45
3083,-15.5522,131.3692,8/6/2019,1634,86,39.65
2847,-29.9216,152.8994,8/6/2019,400,71,39.85
3102,-15.629,130.5196,8/6/2019,1634,86,39.75
2637,-15.5332,130.4519,8/6/2019,116,78,55.75
2784,-32.2041,146.7271,8/6/2019,359,86,59.95
2829,-29.8327,149.8466,8/6/2019,400,71,47.15
2846,-29.9241,152.8852,8/6/2019,400,86,57.75
2834,-29.5361,152.0408,8/6/2019,400,71,51.85
2986,-14.6461,130.7028,8/6/2019,1330,100,63.45
2615,-15.4743,130.7527,8/6/2019,116,71,50.65
2654,-16.7809,136.9089,8/6/2019,116,71,50.15
2985,-14.6308,130.7214,8/6/2019,1330,100,96.15
2979,-14.5945,130.6959,8/6/2019,1330,100,83.15
2984,-14.6332,130.7012,8/6/2019,1330,100,77.95
2584,-12.9249,141.6688,8/6/2019,115,85,66.65
2983,-14.6179,130.7198,8/6/2019,1330,100,64.15
2889,-16.3423,137.0418,8/6/2019,404,85,62.45
2597,-12.4842,131.2686,8/6/2019,115,85,61.05
2857,-26.6052,147.0006,8/6/2019,401,56,47.55
2993,-14.7481,130.7214,8/6/2019,1330,100,49.35
3037,-14.5923,130.7118,8/6/2019,1634,100,56.65
2974,-12.6582,130.8814,8/6/2019,1330,100,57.45
2954,-13.4923,132.119,8/6/2019,1330,100,53.15
2965,-13.4029,132.1106,8/6/2019,1330,100,46.95
2977,-14.5816,130.6939,8/6/2019,1330,100,67.65
2903,-32.1125,134.8408,8/6/2019,538,56,40.55
2725,-15.307,131.0616,8/6/2019,116,87,64.65
2731,-15.2072,130.4144,8/6/2019,116,87,64.45
2819,-28.4685,150.8114,8/6/2019,400,87,63.95
2831,-29.3111,153.0214,8/6/2019,400,70,39.55
2630,-15.5579,130.5597,8/6/2019,116,87,66.85
2655,-16.7822,136.9184,8/6/2019,116,70,49.65
2659,-12.7617,131.6094,8/6/2019,116,87,64.65
2812,-28.4589,150.8094,8/6/2019,400,70,50.95
2598,-12.4871,131.2854,8/6/2019,115,86,62.35
2617,-15.5429,130.6148,8/6/2019,116,87,63.65
2696,-14.8069,130.6944,8/6/2019,116,87,63.95
2861,-14.0741,143.6328,8/6/2019,404,87,61.85
2958,-13.4807,132.1271,8/6/2019,1330,100,67.45
2957,-13.492,132.1286,8/6/2019,1330,100,71.55
2912,-15.1797,129.8539,8/6/2019,542,56,56.35
2789,-31.7013,148.7937,8/6/2019,359,52,38.35
2955,-13.5034,132.13,8/6/2019,1330,100,50.95
2671,-13.2255,133.7823,8/6/2019,116,86,63.15
2956,-13.5053,132.115,8/6/2019,1330,86,39.75
2890,-16.3453,137.0147,8/6/2019,404,56,51.65
2873,-13.9586,142.3791,8/6/2019,404,71,45.25
2673,-13.229,133.8046,8/6/2019,116,87,63.85
2721,-15.3089,131.141,8/6/2019,116,56,50.65
2943,-14.3183,130.726,8/6/2019,1330,62,31.85
2621,-15.5547,130.6127,8/6/2019,116,95,77.85
3028,-32.1857,146.9453,8/6/2019,1500,54,30.05
2813,-28.4609,150.7977,8/6/2019,400,92,69.85
2668,-16.3328,137.0559,8/6/2019,116,92,72.15
2743,-34.5658,150.2917,8/6/2019,359,63,33.25
2589,-12.7045,134.0504,8/6/2019,115,56,43.95
2786,-31.727,149.6909,8/6/2019,359,65,39.15
2804,-30.9013,147.6001,8/6/2019,400,65,42.45
2752,-35.542,138.2681,8/6/2019,359,63,35.35
2837,-30.5045,147.6128,8/6/2019,400,65,42.95
2866,-15.4587,142.4257,8/6/2019,404,65,50.75
2759,-33.961,142.6197,8/6/2019,359,63,37.65
2710,-15.179,130.4255,8/6/2019,116,92,71.65
2776,-32.2589,149.1972,8/6/2019,359,65,41.95
2969,-12.676,133.9303,8/6/2019,1330,65,32.45
2863,-14.0832,143.6342,8/6/2019,404,66,50.65
2650,-15.5662,130.499,8/6/2019,116,94,74.55
3077,-15.4426,130.7852,8/6/2019,1634,63,47.95
2644,-15.5513,130.4845,8/6/2019,116,91,74.65
3100,-15.621,130.5314,8/6/2019,1634,63,31.95
2689,-14.5977,130.6933,8/6/2019,116,91,70.05
2782,-31.6039,151.0808,8/6/2019,359,63,34.95
2800,-30.6233,152.2271,8/6/2019,359,63,38.75
2815,-28.8033,148.1595,8/6/2019,400,63,48.45
3014,-15.1564,130.548,8/6/2019,1330,63,42.85
2897,-13.236,133.7632,8/6/2019,405,65,43.75
2830,-29.831,149.8573,8/6/2019,400,63,43.05
2612,-15.5375,131.3976,8/6/2019,116,65,54.75
2699,-15.2422,131.2224,8/6/2019,116,53,45.55
2860,-14.2169,141.8018,8/6/2019,404,93,71.75
2691,-15.7129,137.0264,8/6/2019,116,93,73.65
2692,-15.7143,137.0359,8/6/2019,116,93,73.25
2876,-15.688,143.1718,8/6/2019,404,64,49.65
3092,-15.5382,130.6776,8/6/2019,1634,93,43.35
2633,-15.5553,130.472,8/6/2019,116,93,73.15
2777,-32.2223,149.386,8/6/2019,359,93,70.65
2649,-15.5632,130.4823,8/6/2019,116,92,75.75
2942,-14.3161,130.7453,8/6/2019,1330,64,32.25
2917,-15.3347,131.0234,8/6/2019,542,64,56.75
2600,-12.5322,131.481,8/6/2019,115,92,71.95
2754,-34.3248,147.2488,8/6/2019,359,53,30.25
3060,-15.3069,130.8138,8/6/2019,1634,54,36.55
2736,-16.0832,126.0593,8/6/2019,117,65,45.45
2923,-17.646,123.1842,8/6/2019,542,92,74.65
2751,-35.5588,138.2695,8/6/2019,359,65,34.05
2761,-33.4243,147.1364,8/6/2019,359,65,37.95
2758,-33.9631,142.6272,8/6/2019,359,65,38.25
2706,-15.3003,131.2903,8/6/2019,116,92,72.55
2814,-28.8019,148.1697,8/6/2019,400,79,55.75
3106,-13.9645,130.4944,8/6/2019,1634,92,42.75
3062,-15.3181,130.8227,8/6/2019,1634,57,40.25
2585,-12.9269,141.6841,8/6/2019,115,65,43.15
3000,-14.7747,130.7097,8/6/2019,1330,92,48.45
2627,-15.5492,130.5085,8/6/2019,116,92,71.15
3024,-15.2322,131.3457,8/6/2019,1330,56,30.45
2711,-15.1819,130.443,8/6/2019,116,91,70.35
2987,-14.6437,130.723,8/6/2019,1330,91,43.65
2747,-35.0096,145.6321,8/6/2019,359,90,63.15
2756,-33.2077,149.3157,8/6/2019,359,90,62.75
2745,-35.02,145.6338,8/6/2019,359,90,62.65
2913,-16.1814,126.0414,8/6/2019,542,94,76.05
2681,-14.3238,130.7092,8/6/2019,116,89,66.95
2674,-14.7516,144.2951,8/6/2019,116,57,36.05
3063,-15.3449,130.8077,8/6/2019,1634,62,40.15
2825,-29.4283,149.8428,8/6/2019,400,54,40.85
2788,-31.6998,148.8042,8/6/2019,359,89,64.75
2769,-32.4179,151.4598,8/6/2019,359,89,61.95
2677,-15.699,143.1099,8/6/2019,116,62,42.35
2995,-14.761,130.7228,8/6/2019,1330,67,39.15
3057,-15.3266,131.0383,8/6/2019,1634,89,41.25
2707,-15.3028,131.3054,8/6/2019,116,95,77.55
2862,-14.0728,143.6423,8/6/2019,404,62,51.45
2970,-12.8294,132.6698,8/6/2019,1330,55,30.25
2853,-26.4248,149.9346,8/6/2019,401,95,76.45
2928,-37.4954,142.4202,8/6/2019,1323,62,31.65
2924,-17.6444,123.1949,8/6/2019,542,95,78.35
2895,-13.2377,133.7594,8/6/2019,405,62,43.25
3040,-14.6053,130.7316,8/6/2019,1634,68,45.05
2896,-12.4421,134.3232,8/6/2019,405,62,47.45
3056,-15.2286,130.4073,8/6/2019,1634,68,33.35
3018,-15.1947,130.4459,8/6/2019,1330,68,46.95
2764,-33.4071,145.4869,8/6/2019,359,62,37.75
2733,-16.0782,126.0677,8/6/2019,117,62,43.65
2664,-15.2463,130.2784,8/6/2019,116,67,54.65
2832,-29.3893,152.7065,8/6/2019,400,67,38.05
2961,-13.4145,132.1031,8/6/2019,1330,66,32.65
2582,-11.3988,132.4939,8/6/2019,115,66,43.25
2839,-30.4143,148.5327,8/6/2019,400,63,42.85
2704,-15.2916,131.3074,8/6/2019,116,91,70.45
3042,-14.6115,130.7088,8/6/2019,1634,100,68.65
3043,-14.6132,130.7195,8/6/2019,1634,100,78.05
3036,-12.8212,132.6797,8/6/2019,1633,56,30.35
2744,-34.4672,150.8846,8/6/2019,359,66,42.15
2821,-29.3577,148.2053,8/6/2019,400,66,46.95
3099,-15.6194,130.5211,8/6/2019,1634,66,32.75
2911,-17.6539,123.1965,8/6/2019,542,66,54.05
2898,-12.4393,134.3191,8/6/2019,405,67,45.75
2816,-28.7929,148.168,8/6/2019,400,67,47.65
3049,-14.6437,130.7077,8/6/2019,1634,67,32.95
2798,-30.8822,151.0974,8/6/2019,359,67,46.05
2734,-16.1979,126.0365,8/6/2019,117,67,45.95
2742,-32.5512,151.6926,8/6/2019,359,67,35.95
2666,-15.2522,130.2891,8/6/2019,116,67,52.15
2614,-15.5462,131.3812,8/6/2019,116,63,49.55
2665,-15.2034,130.0136,8/6/2019,116,54,51.75
2661,-13.2238,133.7711,8/6/2019,116,90,68.45
2702,-15.1514,130.5538,8/6/2019,116,54,45.65
2855,-26.4154,149.9326,8/6/2019,401,94,73.65
2875,-16.7796,136.9029,8/6/2019,404,67,47.95
2835,-29.9214,150.518,8/6/2019,400,67,42.35
2579,-11.3615,132.3372,8/6/2019,115,85,59.45
2882,-16.3953,136.9699,8/6/2019,404,52,48.95
2997,-14.7739,130.7243,8/6/2019,1330,71,37.55
2799,-30.884,151.0861,8/6/2019,359,80,50.45
2888,-16.3306,137.0179,8/6/2019,404,75,53.45
2724,-15.1982,130.4342,8/6/2019,116,75,60.45
2634,-15.5582,130.4891,8/6/2019,116,100,91.15
2643,-15.5483,130.4672,8/6/2019,116,100,91.05
2996,-14.7764,130.7043,8/6/2019,1330,100,47.35
2766,-33.1256,146.9858,8/6/2019,359,82,53.25
2881,-16.3924,136.9973,8/6/2019,404,82,59.05
2607,-16.3806,136.9998,8/6/2019,116,75,53.15
2577,-11.2129,132.3441,8/6/2019,115,59,42.25
3071,-15.4079,130.8122,8/6/2019,1634,100,88.35
2807,-30.9701,147.2228,8/6/2019,400,58,39.95
3021,-14.596,130.6906,8/6/2019,1330,100,67.45
2767,-33.1271,146.9738,8/6/2019,359,76,46.65
2874,-14.2152,141.8066,8/6/2019,404,82,55.75
2656,-12.7475,131.5956,8/6/2019,116,100,113.95
3020,-15.213,130.4042,8/6/2019,1330,100,53.75
2951,-13.5018,132.1355,8/6/2019,1330,82,37.95
2907,-25.5222,131.9707,8/6/2019,539,82,57.85
2594,-12.6726,133.1966,8/6/2019,115,76,51.75
2683,-14.3121,129.7355,8/6/2019,116,76,52.65
3098,-15.5715,130.5567,8/6/2019,1634,55,33.15
2672,-13.2273,133.7935,8/6/2019,116,78,54.25
3017,-15.1972,130.4245,8/6/2019,1330,100,51.55
2703,-15.1488,130.467,8/6/2019,116,75,51.65
2705,-15.2941,131.3224,8/6/2019,116,75,52.35
2726,-15.3097,131.0771,8/6/2019,116,100,93.95
2755,-33.7463,149.0791,8/6/2019,359,75,41.15
3107,-13.9663,130.5055,8/6/2019,1634,100,53.05
3089,-15.527,130.6688,8/6/2019,1634,100,62.65
3088,-15.5191,130.6808,8/6/2019,1634,100,48.75
3082,-15.4632,130.7925,8/6/2019,1634,100,49.05
2856,-26.4171,149.9215,8/6/2019,401,83,55.35
2828,-29.4005,150.7015,8/6/2019,400,83,55.65
2962,-13.4014,132.1167,8/6/2019,1330,83,38.45
2919,-15.58,130.5921,8/6/2019,542,83,61.55
2885,-16.3425,137.0468,8/6/2019,404,83,60.65
2757,-33.2092,149.3049,8/6/2019,359,83,52.45
3081,-15.4615,130.7821,8/6/2019,1634,100,64.45
2844,-29.9084,152.8513,8/6/2019,400,82,51.45
3080,-15.4537,130.7941,8/6/2019,1634,100,68.35
2783,-32.2026,146.739,8/6/2019,359,85,57.85
2925,-14.2772,126.6243,8/6/2019,543,75,54.45
3074,-15.4174,130.8106,8/6/2019,1634,100,95.35
2670,-15.2423,129.8679,8/6/2019,116,75,51.45
2647,-15.5603,130.5352,8/6/2019,116,75,63.45
2787,-31.4935,150.9579,8/6/2019,359,82,51.75
2749,-35.5465,138.2766,8/6/2019,359,75,41.45
3007,-15.154,130.479,8/6/2019,1330,99,46.85
2826,-29.3975,150.6952,8/6/2019,400,75,48.05
2779,-32.2254,149.3648,8/6/2019,359,82,53.65
2773,-32.5315,147.753,8/6/2019,359,75,47.05
3078,-15.4442,130.7956,8/6/2019,1634,100,77.15
2667,-16.3314,137.0463,8/6/2019,116,83,60.85
2657,-12.7502,131.6113,8/6/2019,116,100,88.15
2583,-11.4011,132.5082,8/6/2019,115,58,40.25
2869,-14.7387,142.0953,8/6/2019,404,55,45.75
2838,-30.5093,147.6464,8/6/2019,400,55,39.75
2631,-15.5608,130.5768,8/6/2019,116,77,60.45
2886,-16.3453,137.0196,8/6/2019,404,77,54.65
2684,-14.3097,129.7299,8/6/2019,116,77,53.05
2730,-15.2041,130.3968,8/6/2019,116,100,104.75
2732,-15.2131,130.3768,8/6/2019,116,100,111.25
2901,-32.1019,134.8293,8/6/2019,538,77,50.85
2653,-16.7718,136.9102,8/6/2019,116,77,54.25
2771,-32.4147,151.4536,8/6/2019,359,81,49.35
3066,-15.3655,130.815,8/6/2019,1634,100,51.45
2596,-12.6811,133.2016,8/6/2019,115,78,54.05
2859,-14.2184,141.7904,8/6/2019,404,78,51.85
2883,-16.3776,136.9956,8/6/2019,404,78,55.65
2778,-32.2238,149.3754,8/6/2019,359,100,89.85
3033,-13.4855,132.1405,8/6/2019,1633,100,67.55
2892,-16.3305,137.0131,8/6/2019,404,55,49.95
3065,-15.356,130.8165,8/6/2019,1634,100,62.05
2991,-14.7351,130.7201,8/6/2019,1330,78,36.65
3015,-15.1839,130.4228,8/6/2019,1330,58,43.05
3091,-15.5365,130.6672,8/6/2019,1634,78,36.65
3097,-15.5687,130.601,8/6/2019,1634,78,36.55
3109,-13.9761,130.5038,8/6/2019,1634,78,36.65
3067,-15.3671,130.8255,8/6/2019,1634,100,90.25
2620,-15.5518,130.5959,8/6/2019,116,100,102.15
2648,-15.5634,130.5527,8/6/2019,116,81,59.15
2660,-12.6691,130.8793,8/6/2019,116,51,46.35
3013,-15.1634,130.4849,8/6/2019,1330,100,49.55
2740,-25.5204,131.9539,8/6/2019,119,58,39.55
3094,-15.5608,130.6131,8/6/2019,1634,82,41.05
3012,-15.1657,130.4643,8/6/2019,1330,100,68.15
2658,-12.7591,131.5937,8/6/2019,116,100,89.75
2772,-32.9889,146.4514,8/6/2019,359,76,46.75
2662,-15.2161,130.3945,8/6/2019,116,100,94.95
3009,-15.1672,130.4805,8/6/2019,1330,100,54.05
2722,-15.192,130.3991,8/6/2019,116,58,54.75
2877,-15.6962,143.1104,8/6/2019,404,76,57.45
2963,-13.4032,132.1017,8/6/2019,1330,76,35.75
3016,-15.1814,130.4444,8/6/2019,1330,100,60.55
2964,-13.4143,132.112,8/6/2019,1330,76,35.75
2841,-29.8002,152.5354,8/6/2019,400,55,34.45
3008,-15.1697,130.4594,8/6/2019,1330,100,49.55
2595,-12.6745,133.2088,8/6/2019,115,77,52.75
2966,-12.9755,132.9588,8/6/2019,1330,58,30.85
3059,-15.3053,130.8034,8/6/2019,1634,77,39.45
2909,-25.5074,131.9668,8/6/2019,539,58,42.95
3003,-14.7984,130.7319,8/6/2019,1330,100,90.45
2976,-14.584,130.6734,8/6/2019,1330,58,32.95
3002,-14.8007,130.7114,8/6/2019,1330,100,82.45
2998,-14.7466,130.7266,8/6/2019,1330,100,58.65
3031,-13.5038,132.1376,8/6/2019,1633,100,77.25
3101,-15.6273,130.5089,8/6/2019,1634,82,38.25
3112,-14.581,130.7026,8/6/2019,1634,100,62.95
2748,-35.0112,145.6173,8/6/2019,359,85,54.05
2801,-31.2276,148.3076,8/6/2019,359,60,40.05
2581,-11.3751,132.35,8/6/2019,115,84,58.25
2806,-30.9716,147.2118,8/6/2019,400,55,39.15
2871,-14.4075,141.5856,8/6/2019,404,60,47.95
2944,-14.5935,130.7108,8/6/2019,1330,100,63.85
3086,-15.5096,130.6822,8/6/2019,1634,60,31.35
3104,-14.3385,134.8991,8/6/2019,1634,57,30.65
2753,-34.4066,149.6103,8/6/2019,359,51,29.15
2720,-15.3035,131.11,8/6/2019,116,84,61.25
2887,-16.3278,137.0451,8/6/2019,404,80,57.25
2632,-15.5524,130.4547,8/6/2019,116,97,80.55
2746,-35.0217,145.6189,8/6/2019,359,72,39.25
2629,-15.5549,130.5423,8/6/2019,116,97,81.15
2750,-35.5487,138.2305,8/6/2019,359,52,29.35
2770,-32.4129,151.4655,8/6/2019,359,72,40.45
2933,-28.9924,148.0334,8/6/2019,1325,60,31.15
2638,-15.5484,130.5376,8/6/2019,116,55,62.55
3047,-14.6358,130.7199,8/6/2019,1634,100,54.35
2935,-15.3004,130.7668,8/6/2019,1329,84,38.75
2682,-14.3569,130.6857,8/6/2019,116,72,50.05
2679,-14.3102,130.7349,8/6/2019,116,73,52.75
2601,-12.535,131.4973,8/6/2019,115,60,44.95
2645,-15.5543,130.5015,8/6/2019,116,73,69.85
2741,-32.1003,134.8151,8/6/2019,121,73,46.85
2669,-16.3391,137.0353,8/6/2019,116,60,51.45
2803,-30.0293,153.0887,8/6/2019,400,78,46.75
3052,-14.8071,130.7181,8/6/2019,1634,85,39.25
2641,-15.5606,130.6058,8/6/2019,116,73,49.75
2797,-30.8935,151.0879,8/6/2019,359,73,49.85
2780,-32.2133,149.3842,8/6/2019,359,73,44.75
2880,-15.6913,143.1032,8/6/2019,404,73,51.85
2870,-14.406,141.5974,8/6/2019,404,73,50.65
2652,-15.6723,130.5091,8/6/2019,116,60,43.85
2809,-31.0486,148.3965,8/6/2019,400,73,47.35
3111,-14.5793,130.6918,8/6/2019,1634,51,32.65
2836,-30.0538,150.0369,8/6/2019,400,78,51.65
3048,-14.6375,130.7306,8/6/2019,1634,100,59.65
3053,-15.1967,130.457,8/6/2019,1634,100,49.65
2785,-31.7255,149.7015,8/6/2019,359,78,48.65
2700,-15.2716,131.3263,8/6/2019,116,84,60.85
2623,-15.5375,130.4393,8/6/2019,116,80,55.65
2810,-31.0471,148.407,8/6/2019,400,59,39.85
2941,-14.5831,130.6885,8/6/2019,1330,100,62.55
3055,-15.2064,130.4554,8/6/2019,1634,100,47.45
2727,-15.3123,131.0925,8/6/2019,116,97,81.75
3011,-15.1574,130.563,8/6/2019,1330,74,42.95
2851,-27.372,148.3214,8/6/2019,401,84,58.45
2642,-15.5452,130.4499,8/6/2019,116,99,85.35
3025,-29.8833,152.866,8/6/2019,1459,72,34.35
3006,-15.1565,130.4577,8/6/2019,1330,74,39.05
2635,-15.5611,130.5061,8/6/2019,116,99,85.65
2729,-15.201,130.3792,8/6/2019,116,99,84.75
2619,-15.5489,130.5789,8/6/2019,116,97,80.85
2843,-29.8954,152.8633,8/6/2019,400,74,48.95
2994,-14.7457,130.7414,8/6/2019,1330,100,47.15
2854,-26.4266,149.9235,8/6/2019,401,84,56.85
2781,-32.0926,148.9447,8/6/2019,359,55,40.25
2891,-16.3276,137.0403,8/6/2019,404,80,56.95
3090,-15.5286,130.6792,8/6/2019,1634,100,67.35
2940,-14.5807,130.709,8/6/2019,1330,80,37.25
2827,-29.3957,150.7066,8/6/2019,400,72,45.55
2840,-30.4128,148.5431,8/6/2019,400,72,47.65
2975,-12.6605,130.8633,8/6/2019,1330,52,29.85
2735,-16.1815,126.04,8/6/2019,117,59,43.25
2791,-31.8075,147.268,8/6/2019,359,59,39.45
3113,-14.5827,130.7133,8/6/2019,1634,100,56.75
2982,-14.6203,130.6996,8/6/2019,1330,100,58.65
2864,-14.0819,143.6437,8/6/2019,404,84,57.65
2989,-14.7222,130.7186,8/6/2019,1330,73,36.95
2624,-15.5404,130.4567,8/6/2019,116,98,83.15
2865,-14.2167,141.7952,8/6/2019,404,84,57.75
